last_updated,supply_needs,updated_at,county,updatedAt,id,city,pets_notes,zip,special_needs,source,state,pets,latitude,updated_by,shelter,cleanPhone,phone,address,accepting,google_place_id,volunteer_needs,notes,longitude,needs/0,needs/1,needs/2,needs/3,needs/4,needs/5,needs/6,needs/7,needs/8,needs/9,needs/10,needs/11,needs/12,needs/13,needs/14,needs/15,needs/16,needs/17,needs/18
2017-09-13T13:54:22-05:00,Not listed,2017-09-13T13:54:22-05:00,Muscogee County,2017-09-13T13:54:22-05:00,433,Columbus,No, 31901,false,https://www.facebook.com/ColumbusCivicCenter/;http://www.gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,Georgia,No,32.4510478,,ARC - Columbus Civic Center,7063235614,706-323-5614,"400 4th Street, Columbus, Georgia 31901, United States",true,ChIJl1C8apzNjIgRtw7QTRVLXeo,Call Red Cross number listed 706-323-5614,Phone Number is to American Red Cross,-84.9865387,Call Red Cross number listed 706-323-5614,Not listed,,,,,,,,,,,,,,,,,
2017-09-13T16:23:07-05:00,,2017-09-13T16:23:07-05:00,Hall County,2017-09-13T16:23:07-05:00,997,Gainesville,No,30501,false,http://gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,34.3094814,,ARC - First Baptist Church of Gainesville,7705347354, (770) 534-7354,"751 Green St, Gainesville, GA 30501, USA",false,ChIJxSZzzWH29YgRrkJ76JswaNY,,"Removed Shelter
georgia-gema-active-shelters.json:8ff34d1e
9/13",-83.8295111,,,,,,,,,,,,,,,,,,,
2017-09-11T03:54:49-05:00,,2017-09-11T03:54:49-05:00,Muscogee County,2017-09-11T03:54:49-05:00,998,Columbus,No,31903,false,http://gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,32.427403,,ARC - Frank Chester Recreation Center,7066858016,(706) 685-8016,"1441 Fort Benning Rd, Columbus, GA 31903, USA",true,Ei0xNDQxIEZvcnQgQmVubmluZyBSZCwgQ29sdW1idXMsIEdBIDMxOTAzLCBVU0E,,"Red Cross Shelter Phone Number: 706-323-5614
404-635-7000   Georgia Emergency Management Agency",-84.940235,,,,,,,,,,,,,,,,,,,
2017-09-13T16:22:20-05:00,,2017-09-13T16:22:20-05:00,Fulton County,2017-09-13T16:22:20-05:00,1067,Atlanta,,30308,false,https://www.atlantaga.gov/Home/Components/News/News/7141/,,No,33.7690245,,ARC -Central Park Recreation Center,4048741780,404-874-1780,"400 Merritts Ave NE, Atlanta, GA 30308, USA",false,ChIJpQtjTm0E9YgRObBKUYc0suU,,"Removed Shelter
georgia-gema-active-shelters.json:8ff34d1e
9/13

The Red Cross is on site as the primary facilitator with the City of Atlanta's support.  This shelter has the capability to house 125 individuals. ",-84.3745304,,,,,,,,,,,,,,,,,,,
2017-09-11T10:06:04-05:00,,2017-09-11T10:06:04-05:00,Bibb County,2017-09-11T10:06:04-05:00,1011,Macon,No,31217,false,http://gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,32.857542,,ARC Rosa Jackson Rec Center,4787519169,(478) 751-9169,"1211 Maynard St, Macon, GA 31217, USA",true,ChIJgSIurjn-84gRYnOYEDnZywk,,Red Cross Shelter Phone Number: 706-323-5614; Georgia Emergency Management Agency: 404-635-7000,-83.610423,,,,,,,,,,,,,,,,,,,
2017-09-11T04:56:40-05:00,,2017-09-11T04:56:40-05:00,Ware County,2017-09-11T04:56:40-05:00,1013,Waycross,,31501,false,http://gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,31.2136321,,ARC Waycross Middle School,9122872333,(912) 287-2333,"700 Central Ave, Waycross, GA 31501, USA",true,ChIJG37hZYHw74gRMoFML6k1qT8,,Red Cross Shelter Phone Number: 706-323-5614; Georgia Emergency Management Agency: 404-635-7000,-82.340378,,,,,,,,,,,,,,,,,,,
2017-09-11T08:32:59-05:00,,2017-09-11T08:32:59-05:00,Montgomery County,2017-09-11T08:32:59-05:00,1053,Montgomery,,36104,false,https://ema.alabama.gov/2017/09/08/2212/,,No,32.3650918,,ASU Acadome (ASU Campus),badphone,2-1-1 or 888-421-1266,"915 S Jackson St, Montgomery, AL 36104, USA",true,ChIJl9TcnKCBjogR0KcX5FouXro,,"Contact: Christina Thornton or Tony Simmons
334-850-4983",-86.2956923,,,,,,,,,,,,,,,,,,,
2017-09-11T12:27:58-05:00,,2017-09-11T12:27:58-05:00,Wilcox County,2017-09-11T12:27:58-05:00,1072,Abbeville,,31001,false,https://www.facebook.com/Wilcox-County-Georgia-Sheriffs-Office-148158822340439/,,No,31.9899926,,Abbeville 1st Baptist Church,2294672944,(229) 467-2944,"135 Riverside Dr, Abbeville, GA 31001, USA",true,EioxMzUgUml2ZXJzaWRlIERyLCBBYmJldmlsbGUsIEdBIDMxMDAxLCBVU0E,,,-83.30359,,,,,,,,,,,,,,,,,,,
2017-09-12T20:14:40-05:00,,2017-09-12T20:14:40-05:00,Duval County,2017-09-12T20:14:40-05:00,411,Jacksonville,No.,32225,false,http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings,,No,30.323524,,Abess Park Elementary,9046302489,(904) 630-2489,12731 Abess Blvd,false,ChIJt-lOi3NL5IgRWmCU9YtDJNg,,"Closed as of 4:15pm, Tues 9/12

http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings",-81.477635,,,,,,,,,,,,,,,,,,,
2017-09-11T02:16:39-05:00,,2017-09-11T02:16:39-05:00,Tift County,2017-09-11T02:16:39-05:00,1043,Tifton,,31793,false,http://www.gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,31.493994,,Abraham Baldwin College,4046357000,404 635-7000,"2802 Moore Hwy, Tifton, GA 31793, USA",true,ChIJo7RO00P-8YgRycJBkHfcFAw,,Red Cross Shelter,-83.5310316,,,,,,,,,,,,,,,,,,,
2017-09-10T10:55:47-05:00,,2017-09-10T10:55:47-05:00,Hillsborough,2017-09-10T10:55:47-05:00,859,Tampa,,,false,http://www.baynews9.com/weather/hurricane-shelters.html,,No,-82.467224,,Adams Middle School,badphone,,10201-10299 North Boulevard,false,EiwxMDIwMS0xMDI5OSBOb3J0aCBCbHZkLCBUYW1wYSwgRkwgMzM2MTIsIFVTQQ,,,28.042174,,,,,,,,,,,,,,,,,,,
2017-09-13T16:38:16-05:00,,2017-09-13T16:38:16-05:00,Fulton County,2017-09-13T16:38:16-05:00,950,Atlanta,,30318,false,,,No,33.7858232,,Al-Farooq Masjid: Home,4048747521,(404) 874-7521,"442 14th St NW, Atlanta, GA 30318, USA",true,ChIJGZ7S8PME9YgRIf2DqOPfFxs,,,-84.4015484,,,,,,,,,,,,,,,,,,,
2017-09-11T19:48:02-05:00,,2017-09-11T19:48:02-05:00,Alachua County,2017-09-11T19:48:02-05:00,655,Gainesville,"For those with pets going to the Special Needs Shelter at the Senior Center (5701 NW 34th Blvd, Gainesville, FL), please drop your pets off at Alachua County Animal Services (3400 NE 53rd Ave. Gainesville) If not possible, transport will be arranged at the shelter.",32653,true,http://www.floridadisaster.org/shelters/summary.htm,Florida,No,29.7076443,,Alachua County Senior Ctr - Sp Needs,3522646557,352-264-6557,"5701 NW 34th Blvd, Gainesville, FL 32653, USA",true,ChIJHb0RbQKl6IgRGggAN2JCQq4,,"the special needs shelter is for those with special medical needs, such as oxygen dependency. Those in need of transportation assistance, please call 352-955-2575 or 352-955-2576

The special needs shelter has cots available. Please be sure that you bring all medications, medical supplies, hygiene products, medical equipment (i.e. pumps, batteries, charges, A/C Adapters, etc.) If a person requires constant care, the appropriate caregiver is required come to the shelter and stay with the person requiring care.",-82.3548409,,,,,,,,,,,,,,,,,,,
2017-09-11T23:38:15-05:00,,2017-09-11T23:38:15-05:00,Alachua County,2017-09-11T23:38:15-05:00,611,Alachua,,32615,false,http://alachuacounty.us/depts/em/pages/currentstorm-irma-2017.aspx#ShelterInfo,,No,29.79541,,Alachua Elementary School,badphone,(386) 462-1841 / 352-264-6557,"13800 Northwest 152nd Place, Alachua, FL 32615, USA",false,ChIJNawMszy36IgRd87PxY3I4cM,,"general population shelters are a last resort, and should only be used by those living in homes that are potentially unsafe in high winds (e.g. mobile homes), people who live in flood-prone areas, and people who have nowhere else to go.
Bring any needed bedding. When packing to go to a shelter, please bring special dietary foods, baby food, diapers (and other child necessities), prescription medications, a small cooler of ice if refrigeration is needed as the shelter cannot be responsible for your medications. Also bring spare clothing, personal care items (hygiene, toiletries, etc.), spare eyeglasses/contacts, and identification.
",-82.4924489,,,,,,,,,,,,,,,,,,,
2017-09-13T16:20:11-05:00,,2017-09-13T16:20:11-05:00,Dougherty County,2017-09-13T16:20:11-05:00,1045,Albany,,31701,false,http://www.gema.ga.gov/Web%20Content/GEMA_HS%20Shelter%20Information.pdf,,No,31.5738262,,Albany Civic Center,4046357000,404-635-7000,"100 W Oglethorpe Blvd, Albany, GA 31701, USA",false,ChIJfZ0XmHB58ogRwS5HI9ORDPM,,"Removed Shelter
georgia-gema-active-shelters.json:8ff34d1e
9/13",-84.1500462,,,,,,,,,,,,,,,,,,,
2017-09-10T18:23:55-05:00,,2017-09-10T18:23:55-05:00,Dougherty County,2017-09-10T18:23:55-05:00,957,Albany,,31721,false,https://www.facebook.com/Dougherty-County-Sheriffs-Office-175249382531092/,,No,31.619099,,Albany Family Worship Center,2294340342,(229) 434-0342,"3024 Kensington Ct, Albany, GA 31721, USA",true,ChIJ-zTLlrN98ogRElHCcloj0RA,,,-84.231405,,,,,,,,,,,,,,,,,,,
2017-09-13T14:13:04-05:00,Call shelter,2017-09-13T14:13:04-05:00,Dougherty County,2017-09-13T14:13:04-05:00,524,Albany,Yes,31707,false,,Georgia,No,31.5496495,,Albany Humane Society- Pet Shelter,2298887387, (229) 888-7387,"1705 West Oakridge Drive, Albany, GA, United States",true,ChIJw5tXM9x-8ogRpC1xqpCOaHs,,Call shelter for supply list,-84.2041135,Call shelter,,,,,,,,,,,,,,,,,,
2017-09-09T10:16:28-05:00,,2017-09-09T10:16:28-05:00,Tuscaloosa County,2017-09-09T10:16:28-05:00,494,Tuscaloosa,,35404,false,http://tuscaloosacountyema.org/category/community-shelters/,Alabama,No,33.209358,,Alberta School of Performing Arts,2057593564,205.759.3564,"2700 University Boulevard East, Tuscaloosa, AL, United States",false,ChIJIdLHsl-oiIgRClyqidfwQJU,,,-87.502442,,,,,,,,,,,,,,,,,,,
2017-09-13T17:58:31-05:00,,2017-09-13T17:58:31-05:00,Lee County,2017-09-13T17:58:31-05:00,522,Fort Myers,Pets are welcome at all shelters. Evacuees are reminded to bring crates or at least have pets on leashes.,33913,false,http://www.news-press.com/story/news/2017/09/09/hurricane-irma-state-open-alico-arena-fgcu-public-shelter/649186001/,Florida,Yes,26.4694811,,Alico Arena,2395907145,(239) 590-7145,"12181 Fgcu Lake Parkway East, Fort Myers, FL, United States",false,EjExMjE4MSBGZ2N1IExha2UgUGt3eSBFLCBGb3J0IE15ZXJzLCBGTCAzMzkxMywgVVNB,,     Removed   shelters.json:76d8e0ac,-81.7647091,,,,,,,,,,,,,,,,,,,
2017-09-13T11:30:57-05:00,,2017-09-13T11:30:57-05:00,Allendale County,2017-09-13T11:30:57-05:00,1014,Fairfax,"As a general rule, only service animals are allowed in Red Cross shelters due to health and safety concerns. Pet owners are encouraged to make alternate emergency plans;however, people with pets can go to any open shelter and volunteers will make arrangements for them.",29827,false,http://scemd.org/shelters-rss,,No,32.9830271,,Allendale Elementary School,8035843476,(803) 584-3476,"3305 Allendale-Fairfax Hwy, Fairfax, SC 29827, USA",false,EjIzMzA1IEFsbGVuZGFsZS1GYWlyZmF4IEh3eSwgRmFpcmZheCwgU0MgMjk4MjcsIFVTQQ,,"Personal identification, Prescription and emergency medications, extra clothing, pillows, blankets, hygiene supplies, important documents and other comfort items.

It's also important not to forget items for children, such as diapers, formula and toys, and other items for family members who have unique needs.

If you have a restrictive diet, you will need to bring your own food for meals.",-81.2722043,,,,,,,,,,,,,,,,,,,
2017-09-13T15:51:38-05:00,,2017-09-13T15:51:38-05:00,Blount County,2017-09-13T15:51:38-05:00,1235,Maryville,,37801,false,http://www.thedailytimes.com/news/shelter-from-the-storm-alnwick-center-plays-host-to-irma/article_e4613936-d1ec-51cf-9b01-752e565b01e0.html,,No,35.7492364,,Alnwick Community Center,8657241714,(865) 724-1714,"2146 Big Springs Rd, Maryville, TN 37801, USA",false,ChIJn5cMuuudXogRkZ3A3kDx-CI,,Closed,-84.0343621,,,,,,,,,,,,,,,,,,,
2017-09-10T09:37:11-05:00,,2017-09-10T09:37:11-05:00,Polk County,2017-09-10T09:37:11-05:00,835,Haines City,,33844,false,http://www.ledgerdata.com/hurricane-guide/shelter/,,Yes,28.0854939,,Alta Vista Elementary School,badphone,NONE,"801 Scenic Hwy, Haines City, FL 33844, USA",true,ChIJ8WonvHRz3YgRUPYjqPjAcmM,,,-81.6249003,,,,,,,,,,,,,,,,,,,
2017-09-09T04:12:33-05:00,,2017-09-09T04:12:33-05:00,Miami-Dade County,2017-09-09T04:12:33-05:00,442,Hialeah,,33013,false,,Florida,No,25.8771383,,Amelia Earhart Elementary,3054685900,305-468-5900,5987 East 7th Avenue,true,EiY1OTg3IEUgN3RoIEF2ZSwgSGlhbGVhaCwgRkwgMzMwMTMsIFVTQQ,,,-80.2681758,,,,,,,,,,,,,,,,,,,
2017-09-10T19:00:04-05:00,,2017-09-10T19:00:04-05:00,Monroe County,2017-09-10T19:00:04-05:00,797,Jackson,,30233,false,https://www.facebook.com/Monroe-County-Emergency-Management-Agency-137728248514/?hc_ref=ARRV2RMHQSjWyUOWE9QkCzulCVyJSk-FGNkynavXespzEFe-_l3QEwdt76hK4zxAglE,,No,33.1728765,,American Legion Hall,badphone,N/A,"8 Towaliga South Rd, Jackson, GA 30233, USA",true,ChIJZ4dbZzhs9IgR3hMKBlp6H5c,,"Good Samaritan Shelters - no cots, bring your own bedding",-83.996881,,,,,,,,,,,,,,,,,,,
2017-09-10T20:06:19-05:00,,2017-09-10T20:06:19-05:00,Okeechobee County,2017-09-10T20:06:19-05:00,19,Okeechobee,,34974,false,http://www.okeechobeeeoc.com/shelterlist.htm,,No,27.242625,,American Legion Post #64,8637632950,(863) 763-2950,501 SE 2nd St,false,ChIJLTt4svYf3IgRwYA5b_wSAAA,,"called emergency management 863-824-6888 to verify-shelter not open 
we may call daily for list of available shelters in this county",-80.8281957,,,,,,,,,,,,,,,,,,,
2017-09-09T04:13:36-05:00,,2017-09-09T04:13:36-05:00,Miami-Dade County,2017-09-09T04:13:36-05:00,443,Hialeah,,33015,false,,Florida,No,25.939445,,American Senior High,3054685900,305-468-5900,"18350 NW 67th Ave, Hialeah, FL, United States",true,ChIJ5Tw9PBCl2YgR0K1iruo6qAw,,,-80.308522,,,,,,,,,,,,,,,,,,,
2017-09-12T14:26:12-05:00,,2017-09-12T14:26:12-05:00,Dawson County,2017-09-12T14:26:12-05:00,1194,Dawsonville,Georgia State Parks are open to all evacuees at no cost and no pet fees,30534,false,https://gema-soc.maps.arcgis.com/apps/webappviewer/index.html?id=279ef7cfc1da45edb640723c12b02b18,,Yes,34.5541408,,Amicalola Falls State Park & Lodge,badphone,2-1-1,"418 Amicalola Falls State Park Rd, Dawsonville, GA 30534, USA",true,Ej00MTggQW1pY2Fsb2xhIEZhbGxzIFN0YXRlIFBhcmsgUmQsIERhd3NvbnZpbGxlLCBHQSAzMDUzNCwgVVNB,,,-84.2508264,,,,,,,,,,,,,,,,,,,
2017-09-09T04:14:24-05:00,,2017-09-09T04:14:24-05:00,Miami-Dade County,2017-09-09T04:14:24-05:00,444,Miami,,33179,false,,Florida,No,25.9666846,,Andover Middle School,3054685900,305-468-5900,"121 Northeast 207th Street, Miami, FL, United States",true,ChIJH1p3kpeu2YgRR1hlkfH1fp4,,,-80.199174,,,,,,,,,,,,,,,,,,,
2017-09-12T20:14:47-05:00,,2017-09-12T20:14:47-05:00,Duval County,2017-09-12T20:14:47-05:00,413,Jacksonville,No.,32206,false, http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings,,No,30.351937,,Andrew Robinson,9046302489,(904) 630-2489,101 W. 12th Street,false,ChIJSZvJEC235YgRGDYA-RIFnqY,,"Closed as of 4:15pm, Tues 9/12

http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings",-81.65634,,,,,,,,,,,,,,,,,,,
2017-09-11T22:50:04-05:00,,2017-09-11T22:50:04-05:00,Richland County,2017-09-11T22:50:04-05:00,1137,Columbia,"Rules and Provisions for this pet shelter:
Cats and Dogs Only
Cats must be in crates
Dogs must be on leashes
Must have current vaccination paperwork
No vicious animals will be accepted
Pets Only (Owner cannot stay) For Large Animals, Call 803 576 3000",29210,false,https://www.facebook.com/RichlandCountySheriffsDepartment/posts/1854445694571000,,Yes,34.0523495,,Animal Care Facility  - Pets Only,8035763439,803-576-3439,"3216 Broad River Rd, Columbia, SC 29210, USA",true,ChIJIf_LFgij-IgRQ0Wz2_gJ-do,,,-81.1075194,,,,,,,,,,,,,,,,,,,
2017-09-10T18:45:03-05:00,,2017-09-10T18:45:03-05:00,Manatee County,2017-09-10T18:45:03-05:00,75,Parrish,,34219,false,http://www.mymanatee.org/home/government/departments/public-safety/emergency-management/shelter-list-table.html,,No,27.543356,,Annie Lucy Williams Elementary School,9417764040,(941) 776-4040,3404 Fort Hamer Rd,true,ChIJyUCSdyUlw4gRaVlSnvZ_YpQ,,,-82.4259007,,,,,,,,,,,,,,,,,,,
2017-09-09T18:42:30-05:00,,2017-09-09T18:42:30-05:00,Brevard County,2017-09-09T18:42:30-05:00,729,Titusville,,32780,false,,,No,28.580707,,Apollo Elementary,3212677890,321-267-7890,"3085 Knox McRae Dr, Titusville, FL 32780, USA",true,ChIJd8WxPQ5N54gRbIBOWpfw3g8,,,-80.844226,,,,,,,,,,,,,,,,,,,
2017-09-09T22:50:46-05:00,,2017-09-09T22:50:46-05:00,Orange,2017-09-09T22:50:46-05:00,532,Apopka,,32712,false,http://www.ocfl.net/EmergencySafety/Shelters.aspx#.WbQtI9OGNGE,,No,28.693476,,Apopka High School,4078369140,407-836-9140,"555 Martin St. Apopka, FL 32712",false,,,At capacity per https://twitter.com/Mayor_Jacobs/status/906657116198449152,-81.521559,,,,,,,,,,,,,,,,,,,
2017-09-10T22:20:02-05:00,,2017-09-10T22:20:02-05:00,Orange County,2017-09-10T22:20:02-05:00,818,Apopka,,32712,false,http://www.ocfl.net/EmergencySafety/Shelters.aspx#.WbYAHtGQyM8,,No,28.6876858,,Apopka Middle School,4078842208,(407) 884-2208,"425 N Park Ave, Apopka, FL 32712, USA",true,ChIJIXt0vv1154gRX0VmssuhJAU,,http://www.orangecountyfl.net/,-81.5085695,,,,,,,,,,,,,,,,,,,
2017-09-12T00:44:24-05:00,,2017-09-12T00:44:24-05:00,Alachua County,2017-09-12T00:44:24-05:00,607,Archer,,32618,false,http://www.alachuacounty.us/news/pages/story.aspx?itemID=173 / http://alachuacounty.us/depts/em/pages/currentstorm-irma-2017.aspx#ShelterInfo,,No,29.5201505,,Archer Community School,badphone,(352) 495-2111 / 352-264-6557,"14533 SW 170th St, Archer, FL 32618, USA",true,ChIJr175ZfeU6IgRCf2eabZ06aA,,"general population shelters are a last resort, and should only be used by those living in homes that are potentially unsafe in high winds (e.g. mobile homes), people who live in flood-prone areas, and people who have nowhere else to go.
Bring any needed bedding. When packing to go to a shelter, please bring special dietary foods, baby food, diapers (and other child necessities), prescription medications, a small cooler of ice if refrigeration is needed as the shelter cannot be responsible for your medications. Also bring spare clothing, personal care items (hygiene, toiletries, etc.), spare eyeglasses/contacts, and identification.
",-82.5225874,,,,,,,,,,,,,,,,,,,
2017-09-12T20:14:42-05:00,,2017-09-12T20:14:42-05:00,Duval County,2017-09-12T20:14:42-05:00,414,Jacksonville,No.,32211,false,http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings,,No,30.337778,,Arlington Middle School,9046302489,(904) 630-2489,8141 Lone Star Road,false,ChIJOSSHoHq05YgRvpddc4opiK0,,"Closed as of 4:15pm, Tues 9/12

http://www.coj.net/welcome/news/hurricane-irma-eoc-briefings",-81.570631,,,,,,,,,,,,,,,,,,,
2017-09-10T11:06:00-05:00,,2017-09-10T11:06:00-05:00,Hillsborough,2017-09-10T11:06:00-05:00,886,Seffner,,,false,http://www.baynews9.com/weather/hurricane-shelters.html,,No,-82.295988,,Armwood High School,badphone,,12000 U.S. 92,false,ChIJ1b_QmOPLwogR2lEJf4li95o,,,28.005565,,,,,,,,,,,,,,,,,,,
2017-09-09T04:18:30-05:00,,2017-09-09T04:18:30-05:00,Sarasota County,2017-09-09T04:18:30-05:00,91,Sarasota,,34233,,http://www.tampabayprepares.org/,,No,27.278419,,Ashton Elementary School,9413616440,(941) 361-6440,"5110 Ashton Rd, Sarasota, FL 34233",false,ChIJ-UqXsclGw4gRteNbUY4FVzQ,,,-82.467555,,,,,,,,,,,,,,,,,,,
2017-09-10T23:11:47-05:00,,2017-09-10T23:11:47-05:00,Lake County,2017-09-10T23:11:47-05:00,48,Astatula, accept pets with up-to-date rabies vaccinations. They must be crated and the owner must bring paperwork.,34705,true,https://www.lakecountyfl.gov/media/news_releases/news_release.aspx?id=3186,,Yes,28.7113024,,Astatula Elementary School,badphone,352-343-1334 352-253-9999,"13925 Florida Ave, Astatula, FL 34705, USA",true,ChIJa82DZSWX54gRRpg7IRNZRac,,"SPECIAL NEEDS IS FULL , gen Population and  Pet Friendly is OPEN",-81.7258581,,,,,,,,,,,,,,,,,,,
2017-09-10T22:44:56-05:00,,2017-09-10T22:44:56-05:00,Atkinson County,2017-09-10T22:44:56-05:00,1027,Pearson,,31642,false,https://www.facebook.com/atcoema/?ref=br_rs,,No,31.320905,,Atkinson County High School Gym,badphone,N/A,"145 Rebel Ln, Pearson, GA 31642, USA",true,ChIJqSyRzZbT74gRe7qW3Ci9m-4,,Temporary shelter,-82.8498786,,,,,,,,,,,,,,,,,,,
